Nome: CAMPOS
Codigo Estacao: 83698
Latitude: -21.74249999
Longitude: -41.33277777
Altitude: 11.2
Situacao: Operante
Data Inicial: 1961-01-01
Data Final: 2021-12-31
Periodicidade da Medicao: Mensal

Data Medicao;DIRECAO PREDOMINANTE DO VENTO, MENSAL(° (gr));EVAPORACAO DO PICHE, MENSAL(mm);EVAPOTRANSPIRACAO POTENCIAL, BH MENSAL(mm);EVAPOTRANSPIRACAO REAL, BH MENSAL(mm);INSOLACAO TOTAL, MENSAL(h);NEBULOSIDADE, MEDIA MENSAL(décimos);NUMERO DE DIAS COM PRECIP. PLUV, MENSAL(número);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA AO NIVEL DO MAR, MEDIA MENSAL(mB);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);VISIBILIDADE, MEDIA MENSAL(codigo);
1961-01-31;5;51,7;null;null;163,5;8,402174;17;244,9;null;1009,593478;30,845161;25,727742;22,348387;84,274194;10,6;2,817391;72,548387;
1961-02-28;5;57,8;null;null;211,8;6,72619;6;117,4;null;1011,438095;31,964286;26,402143;22,314286;79,732143;7,8;2,55;72,392857;
1961-03-31;0;80,8;null;null;242;6,354839;6;18,7;null;1012,582796;31,825806;26,187097;22,112903;76,201613;8,9;2,503226;74,419355;
1961-04-30;0;58,3;null;null;230,2;5,055556;8;78;null;1013,338889;30,96;25,022667;20,64;79,991667;8,9;1,93;77,166667;
1961-05-31;0;20,6;null;null;217,1;5,408602;9;42,7;null;1016,427957;28,906452;22,883871;18,693548;81,58871;7,3;1,15914;75,516129;
1961-06-30;0;17,2;null;null;181,5;5,477778;14;74;null;1019,372222;26,913333;21,533333;17,656667;84,4;7,3;1,424444;69,633333;
1961-07-31;0;49,9;null;null;223,1;4,709677;10;82,5;null;1019,241935;26,887097;20,74129;16,070968;82,306452;6,5;1,843011;72,16129;
1961-08-31;0;66,4;null;null;274,6;3,236559;2;9,5;null;1018,1;29,070968;21,993548;16,93871;78,104839;10,6;2,558065;61,209677;
1961-09-30;5;78,7;null;null;72,7;5,888889;3;4;null;1013,64;30,593333;24,026667;19,473333;76,075;11,6;3,655556;38,733333;
1961-10-31;5;99,9;null;null;229,4;6,666667;5;19,3;null;1014,851613;29,990323;24,551613;20,177419;73,491935;13;4,68172;44,258065;
1961-11-30;5;93,7;null;null;214,1;7,244444;8;65,9;null;1011,286667;30,916667;24,970667;20,46;73,583333;10,6;3,218889;44,916667;
1961-12-31;5;90,7;null;null;220,8;8,064516;10;126;null;1011,724731;30,635484;25,375484;21,212903;76,935484;13;3,72043;60,403226;
1962-01-31;0;60,8;null;null;203;7,870968;14;251,9;null;1009,496774;32,019355;26,201935;22,354839;83,258065;10,6;1,605376;69,274194;
1962-02-28;0;48;null;null;123,9;9,27381;15;147,2;null;1010,590476;31,353571;25,927143;22,410714;82,839286;9,6;1,714286;68,535714;
1962-03-31;5;76,9;null;null;255,3;6,548387;6;42,1;null;1012,403226;31,76129;26,299355;21,974194;78,604839;7,8;2,393548;80,580645;
1962-04-30;0;66,9;null;null;234,3;6,455556;4;77,4;null;1013,812222;30,4;24,303333;19,856667;77,725;7,3;1,443333;76,8;
1962-05-31;0;53,6;null;null;191,1;6,215054;9;98,3;null;1016,506452;27,445161;21,888387;17,874194;80,08871;5,8;1,097849;72,629032;
1962-06-30;0;51;null;null;168,7;5,988889;5;6,9;null;1019,41;24,993333;19,348667;14,98;78,891667;5,2;1,017778;68,533333;
1962-07-31;0;55,2;null;null;170,4;6,107527;7;34,8;null;1020,002151;25,912903;20,050323;15,812903;80,41129;8,3;1,851613;69,548387;
1962-08-31;0;74,5;null;null;226,5;5,505376;1;2,1;null;1017,832258;28,145161;21,433548;16,658065;75,935484;8,9;2,267742;67,193548;
1962-09-30;5;69,1;null;null;160,8;6,9;6;52,7;null;1016,69;27,68;22,27;17,873333;76,941667;8,9;2,528889;59,55;
1962-10-31;0;57,8;null;null;112,3;8,741935;17;131,8;null;1015,486022;26,825806;22,317419;18,880645;80,725806;6,8;1,711828;58;
1962-11-30;0;62,1;null;null;208,5;6,311111;9;128,7;null;1011,901111;29,583333;24,2;20,156667;80,258333;7,3;2,352222;64,95;
1962-12-31;0;49,7;null;null;166,8;8,494624;16;242,9;null;1011,086022;28,832258;25,130323;22,409677;82,741935;7,3;1,648387;67,112903;
1963-01-31;5;92,7;null;null;315,8;5,55914;8;12,3;null;1009,782796;33,287097;27,094194;22,554839;74,362903;8,9;3,043011;77,709677;
1963-02-28;0;63,6;null;null;196,1;7,440476;8;34,8;null;1012,067857;32,067857;26,304286;22,110714;76,294643;8,9;2,589286;71,107143;
1963-03-31;5;82,7;null;null;283,7;3,967742;3;8,5;null;1012,922581;34,393548;27,437419;22,616129;74,862903;9,6;2,548387;76,322581;
1963-04-30;0;70,5;null;null;223,4;5,811111;7;50,5;null;1013,54;30,99;24,734667;20,303333;76,625;5,8;1,22;70,333333;
1963-05-31;0;68,9;null;null;249,7;3,172043;3;26,5;null;1017,929032;29,670968;22,185806;17,025806;76,040323;4,4;,877419;77,290323;
1963-06-30;0;54,3;null;null;165,8;6,322222;8;17,2;null;1019,163333;27,233333;20,858;16,353333;78,833333;5,4;1,05;67,4;
1963-07-31;0;61,8;null;null;203,5;4,053763;7;8,9;null;1018,898925;27,9;20,542581;15,683871;77,032258;6,2;1,115054;59,580645;
1963-08-31;0;75,8;null;null;201,1;6,139785;4;20,9;null;1017,134409;28,725806;21,243871;15,932258;75,427419;7,3;2,009677;40,032258;
1963-09-30;5;86,2;null;null;182,9;6,488889;0;0;null;1015,608889;30;23,162;18,333333;74,383333;10,6;3,33;27,333333;
1963-10-31;0;78,8;null;null;109,9;9,16129;11;49,3;null;1014,211828;29,706452;24,332903;20,796774;77,903226;8,9;1,915054;33,209677;
1963-11-30;0;80,8;null;null;199,7;7,722222;13;106,2;null;1011,248889;31,326667;25,549333;21,45;77,358333;8,9;2,075556;51,566667;
1963-12-31;0;92,2;null;null;199,9;8,322581;15;105,6;null;1012,48172;30,648387;25,10129;20,916129;74,677419;8,3;1,852688;41,935484;
1964-01-31;0;55,6;null;null;109,9;8,83871;19;285,5;null;1010,986022;29,990323;25,045161;21,6;83,056452;5,2;,986022;65,096774;
1964-02-29;0;42;null;null;161,5;8,425287;14;181,4;null;1009,701149;31,955172;26,226207;22,424138;81,37931;7,8;1,563218;62,551724;
1964-03-31;0;63,6;null;null;217,4;5,709677;12;96;null;1014,170968;31,145161;25,295484;21,103226;79,975806;7,3;1,667742;71,935484;
1964-04-30;0;51,1;null;null;192;6,588889;15;115,8;null;1014,902222;29,823333;24,414667;20,683333;83,225;6,8;,922222;72,766667;
1964-05-31;0;54,9;null;null;177,4;7;10;26,7;null;1017,260215;27,345161;21,741935;17,925806;81,91129;3,8;,916129;71,354839;
1964-06-30;0;55,4;null;null;172,8;6,5;8;36,5;null;1016,741111;26,173333;20,771333;17,066667;82,133333;5,2;1,291111;72,5;
1964-07-31;0;46,7;null;null;142,7;7,225806;15;79,5;null;1019,263441;23,641935;18,936129;15,448387;83,693548;5,2;1,107527;66,225806;
1964-08-31;5;61,1;null;null;206,2;5,612903;8;45,5;null;1019,752688;26,493548;21,02;17,06129;82,645161;7,8;2,230108;73,290323;
1964-09-30;5;89,3;null;null;205,9;5,277778;2;11,6;null;1017,905556;27,093333;22,110667;18,04;76,141667;11,6;3,771111;74,4;
1964-10-31;0;56,8;null;null;91,4;9,354839;13;170,9;null;1013,594624;26,996774;22,512903;19,387097;83,580645;9,6;1,852688;63,677419;
1964-11-30;0;58,3;null;null;171,9;7,588889;14;116,5;null;1012,464444;26,59;23,26;20,55;78,566667;7,8;2,243333;72;
1964-12-31;0;51,7;null;null;114,7;8,989247;21;246;null;1009,162366;29,503226;24,376129;20,780645;83,403226;6,8;1,548387;67,516129;
1965-01-31;5;63,1;null;null;174,1;8,387097;13;196,1;null;1011,05914;30,396774;25,105161;21,16129;81,782258;14,7;2,545161;73,612903;
1965-02-28;0;53,8;null;null;149,1;8,880952;14;124,9;null;1008,62381;31,978571;26,055714;22,367857;82,553571;7,7;1,546429;73,392857;
1965-03-31;0;55,9;null;null;149;8,698925;16;141,9;null;1011,694624;30,893548;25,231613;21,480645;81,556452;7,7;1,183871;77,451613;
1965-04-30;0;56,1;null;null;229,4;5,555556;13;115,1;null;1013,19;30,213333;24,339333;20,086667;81,008333;6,2;1,158889;81,566667;
1965-05-31;0;44,4;null;null;194,3;5,580645;11;174,4;null;1014,988172;27,945161;22,672903;18,970968;84,040323;6,7;,975269;73,548387;
1965-06-30;0;43;null;null;204,4;4,977778;6;10,9;null;1019,266667;28,023333;21,91;17,723333;84,291667;5,1;,656667;81;
1965-07-31;0;48,1;null;null;155,9;6,967742;8;54,6;null;1018,776344;26,106452;20,825161;17,019355;83,25;7,7;1,267742;73,612903;
1965-08-31;0;67,3;null;null;251,9;3,086022;2;18,6;null;1016,377419;28,474194;22,057419;17,374194;79,548387;8,8;2,287097;75,709677;
1965-09-30;5;73,5;null;null;178,7;5,766667;7;24,9;null;1015,58;28,813333;23,184;19,026667;78,725;9,9;2,797778;58,666667;
1965-10-31;0;54,9;null;null;139,7;7,967742;14;135,4;null;1013,201075;28,135484;23,050323;19,5;82,475806;8,8;2,154839;65,290323;
1965-11-30;0;39,3;null;null;165,8;8,411111;13;139,1;null;1012,274444;29,833333;24,578667;20,833333;81,2;7,7;1,498889;71;
1965-12-31;5;73,6;null;null;279,8;5,860215;8;104,9;null;1010,553763;33,264516;26,674839;22,16129;77,822581;10,3;2,993548;78,516129;
1966-01-31;0;61,1;null;null;194,7;7,784946;15;262,7;null;1010,008602;31,090323;26,212903;22,645161;81,217742;9,8;2,290323;72,451613;
1966-02-28;5;98,8;null;null;273,9;2,821429;2;27;null;1011,267857;33,378571;27,075;22,292857;73,1875;12,9;4,32381;76,571429;
1966-03-31;5;104,6;null;null;257,2;4,870968;8;110,6;null;1012,03871;32,483871;26,479355;22,093548;74,25;10,3;3,295699;78,419355;
1966-04-30;0;50,7;null;null;206,7;6,133333;12;89,7;null;1013,368889;28,976667;23,948;20,29;81,841667;8,2;1,515556;77,066667;
1966-05-31;0;51,5;null;null;179,3;7;11;50;null;1016,341935;27,764516;22,550323;18,925806;81,854839;7,2;,827957;75,774194;
1966-06-30;0;53;null;null;229,8;4,844444;2;1,3;null;1016,837778;27,72;21,477333;16,77;79,908333;8,8;1,474444;81,333333;
1966-07-31;0;49;null;null;200,2;5,892473;12;64,4;null;1020,089247;26,158065;20,849032;17,054839;83,040323;8,8;1,522581;75,612903;
1966-08-31;0;62;null;null;202,6;5,580645;7;16,1;null;1018,416129;26,045161;20,747097;16,96129;80,895161;10,3;2,077419;63,854839;
1966-09-30;5;79,5;null;null;187,5;5,755556;4;33,4;null;1017,055556;27,203333;21,594;17,163333;75,116667;8,8;3,06;59,633333;
1966-10-31;0;78,9;null;null;159,8;8,365591;10;59,4;null;1012,911828;28,76129;23,909032;20,435484;78,096774;8,8;1,851613;62,83871;
1966-11-30;0;53,7;null;null;131,5;7,755556;21;424,2;null;1011,973333;28,44;23,854667;20,516667;82,233333;6,7;1,457778;67,366667;
1966-12-31;0;80,2;null;null;204,5;6,397849;10;118,7;null;1008,517204;31,703226;26,108387;22,312903;79,379032;11,3;1,891398;75,193548;
1967-01-31;0;59;null;null;190,4;8,258065;19;234,3;null;1009,968817;31,277419;26,348387;22,654839;81,41129;8,8;1,351613;74,612903;
1967-02-28;0;71,4;null;null;230,8;5,25;9;65;null;1010,113095;32,5;26,997143;23,2;79,473214;8,2;1,713095;80,464286;
1967-03-31;0;66,8;null;null;202,4;6,150538;12;167,4;null;1011,745161;31,377419;26,116774;22,387097;81,774194;7,2;1,297849;76,193548;
1967-04-30;0;58,6;null;null;206,3;5,733333;11;120,8;null;1013,862222;29,58;24,541333;20,963333;81,891667;6,2;,335556;75,733333;
1967-05-31;0;55,7;null;null;276,3;3,698925;8;85,1;null;1016,546237;28,077419;22,724516;18,709677;82,298387;5,1;,547312;79,612903;
1967-06-30;0;57,6;null;null;218,2;4,677778;6;3,7;null;1017,631111;27,666667;21,971333;17,976667;83,5;6,2;1,287778;78,066667;
1967-07-31;0;61,8;null;null;227,7;5,193548;9;59,1;null;1019,02043;26,132258;20,479355;16,474194;83,137097;5,7;1,464516;77,516129;
1967-08-31;5;74,1;null;null;266,1;4,258065;5;19,9;null;1018,572043;28,1;22,009677;17,493548;80,733871;9,8;3,369892;74,629032;
1967-09-30;0;88,8;null;null;194,9;5,233333;5;3,2;null;1016,495556;28,063333;22,272;17,82;76,741667;12,9;3,444444;61,5;
1967-10-31;5;107,7;null;null;226;5,225806;6;14,1;null;1014,88172;29,880645;24,414839;20,390323;76,637097;12,9;4,982796;65,629032;
1967-11-30;0;77,2;null;null;100,4;9,155556;13;133,5;null;1010,608889;29,533333;24,429333;20,756667;79,975;9,8;2,251111;70,833333;
1967-12-31;0;58,9;null;null;115,7;8,505376;24;197,9;null;1011,876344;28,025806;23,74;20,503226;83,129032;9,8;1,449462;68,935484;
1968-01-31;0;95,6;null;null;277;5,903226;8;98,8;null;1012,362366;31,616129;25,967097;21,725806;78,048387;9,3;2,463441;79,387097;
1968-02-29;0;69,4;null;null;157,8;7,287356;16;187,7;null;1012,390805;29,941379;24,684828;21,027586;81,724138;10,3;1,258621;73,172414;
1968-03-31;0;80,7;null;null;251,2;5,225806;9;106,2;null;1013,650538;31,270968;25,469677;21,412903;80,290323;8,2;1,163441;80,032258;
1968-04-30;0;69,8;null;null;179,9;7,055556;9;118,6;null;1014,533333;27,796667;22,505333;18,533333;78,408333;9,8;1,502222;75,4;
1968-05-31;0;77,9;null;null;259,6;3,924731;6;36,2;null;1017,494624;26,748387;20,106452;15,33871;77,193548;8,8;1,493548;78,580645;
1968-06-30;0;56,4;null;null;194;5,544444;7;17,8;null;1020,697778;25,643333;19,430667;15,246667;81,325;5,1;,832222;76,4;
1968-07-31;0;59,2;null;null;206,6;6;13;36,1;null;1021,646237;24,874194;19,640645;15,793548;81,209677;7,2;1,331183;78;
1968-08-31;0;58,2;null;null;173,8;6,913978;13;55,1;null;1020,026882;24,53871;19,60129;15,758065;82,903226;7,7;1,533333;71,741935;
1968-09-30;0;76;null;null;188,7;6,077778;10;79,7;null;1018,326667;25,703333;20,753333;16,96;79,558333;10,3;2,328889;67,966667;
1968-10-31;0;53,9;null;null;127,5;7,215054;20;209,1;null;1015,23871;25,53871;21,650323;18,670968;85,403226;10,8;2,341935;69,225806;
1968-11-30;18;83,9;null;null;208;7,355556;8;85,3;null;1012,165556;29,33;24,305333;20,59;78,533333;9,3;2,714444;72,433333;
1968-12-31;5;86,7;null;null;244,4;5,655914;10;124,9;null;1012,023656;30,425806;25,315484;21,419355;80,096774;11,3;2,993548;78,741935;
1969-01-31;5;93,7;null;null;250;5,623656;14;176,6;null;1008,733333;32,677419;26,587097;22,516129;81,137097;8,2;1,931183;78,064516;
1969-02-28;0;79,4;null;null;243,1;6,285714;8;69,5;null;1009,445238;32,975;26,960714;22,785714;80,651786;8,8;1,935714;82,142857;
1969-03-31;0;76,4;null;null;207,7;6,451613;10;88,9;null;1011,94086;32,187097;26,13871;22,106452;82,177419;5,1;,954839;79,064516;
1969-04-30;0;70;null;null;208,7;5,822222;12;59,7;null;1014,035556;29,66;24,111333;20,323333;81,275;5,7;1,146667;79,1;
1969-05-31;0;73,3;null;null;234;5,172043;7;63,1;null;1016,394624;29,345161;23,029677;18,796774;80,572581;6,2;1,148387;81,354839;
1969-06-30;0;50,1;null;null;179,1;5,6;10;165,3;null;1018,374444;26,816667;21,264667;17,77;86,316667;8,8;1,285556;72,2;
1969-07-31;0;55,8;null;null;189;5,397849;8;46,1;null;1020,005376;25,86129;20,385161;16,825806;84,08871;7,7;,873118;75,419355;
1969-08-31;0;75,5;null;null;203,8;5,258065;4;21,4;null;1016,862366;27,1;21,168387;17,135484;81,258065;9,8;2,033333;68,887097;
1969-09-30;0;71,6;null;null;147,5;7,011111;6;17,6;null;1015,154444;27,796667;22,266667;18,676667;81,425;11,8;2,31;58,916667;
1969-10-31;0;59,9;null;null;90,2;8,795699;14;117,7;null;1013,892473;26,693548;22,186452;18,932258;84,564516;9,8;1,989247;62,725806;
1969-11-30;0;73,9;null;null;175,4;8,711111;14;116;null;1011,231111;29,763333;24,841333;21,14;81,466667;9,4;2,711111;77,566667;
1969-12-31;0;74;null;null;163,5;8,16129;19;178,2;null;1012,952688;28,503226;23,9;20,374194;80,903226;9,1;1,744086;73,322581;
1970-01-31;0;75,4;null;null;215,2;7,225806;13;158,2;null;1011,521505;30,932258;25,616129;21,93871;81,572581;11,3;1,769892;76,354839;
1970-02-28;0;88,6;null;null;217,2;6,321429;7;56,6;null;1013,269048;31,371429;25,988571;22,107143;77,401786;9,8;2,717857;80,857143;
1970-03-31;0;89,7;null;null;252,9;4,430108;4;6,2;null;1013,684946;33,041935;26,50129;22,170968;76,072581;8,9;1,094624;81,064516;
1970-04-30;0;65,4;null;null;205,3;5,877778;12;79;null;1014,816667;29,936667;24,206667;20,443333;82,133333;6,5;,771111;78,366667;
1970-05-31;0;71,4;null;null;249,3;4,225806;4;49,1;null;1015,453763;30,203226;23,210968;18,709677;79,185484;5;,806452;79,935484;
1970-06-30;0;70,9;null;null;220,9;4,166667;7;29,7;null;1017,325556;28,91;22,042;17,776667;79,383333;6;1,044444;75,033333;
1970-07-31;0;58,1;null;null;169,2;5,795699;15;98,7;null;1021,546237;25,093548;19,712903;16,216129;83,451613;8;1,322581;74,903226;
1970-08-31;0;67,1;null;null;201,6;5,688172;11;51,4;null;1019,073118;25,977419;20,772903;17,548387;81,177419;6;1,365591;78,354839;
1970-09-30;0;56,5;null;null;119,9;8,055556;13;69,8;null;1016,04;25,833333;21,591333;18,653333;82,308333;6;1,055556;67,866667;
1970-10-31;0;61,7;null;null;97,5;8,731183;14;106,2;null;1013,091398;26,070968;22,291613;19,529032;82,16129;8;1,526882;72,741935;
1970-11-30;18;63;null;null;163,8;8,255556;17;362,3;null;1010,76;27,316667;22,95;19,63;82,183333;9;1,666667;72,7;
1970-12-31;5;101,5;null;null;288,7;4,935484;7;54,6;null;1009,247312;32,774194;26,473548;22,345161;75,322581;14;2,473118;81;
1971-01-31;5;116,7;null;null;288,1;4,397849;5;58,9;null;1010,896774;33,325806;26,808387;22,516129;73,193548;14;3,688172;82,645161;
1971-02-28;5;113,5;null;null;262,1;3,916667;5;75,1;null;1010,785714;34,175;27,705;23,260714;72,303571;14;4,190476;82,035714;
1971-03-31;0;80,3;null;null;257;5,569892;9;54,6;null;1011,262366;33,332258;27,029677;22,964516;77,435484;9;2,365591;80,741935;
1971-04-30;0;66,5;null;null;201,9;5,755556;11;53,2;null;1012,672222;30,473333;24,938667;21,266667;77,833333;12;1,5;80,733333;
1971-05-31;0;67,2;null;null;218,8;4,892473;7;38,6;null;1016,073118;29,193548;23,036774;19,132258;77,419355;6;1,55914;80,129032;
1971-06-30;0;46,2;null;null;169,5;6,322222;12;78,7;null;1016,607778;26,53;20,925333;17,556667;84,233333;6;1,388889;71,766667;
1971-07-31;0;58,6;null;null;206,3;5,322581;3;32,1;null;1018,202151;27,032258;20,757419;16,658065;80,524194;7;1,752688;79,290323;
1971-08-31;18;69,9;null;null;195,9;5,537634;11;109,3;null;1018,845161;26,783871;21,156129;17,470968;79,741935;7;2,064516;77,677419;
1971-09-30;5;57,5;null;null;166,3;6,155556;15;144,1;null;1016,528889;26,546667;21,813333;18,463333;80,958333;8;2,233333;71,133333;
1971-10-31;0;46,4;null;null;141,2;8,655914;16;101,5;null;1015,943011;26,425806;22,015484;18,874194;81,024194;9;2,096774;76;
1971-11-30;18;49,4;null;null;93,5;8,966667;23;380,6;null;1012,21;26,5;22,789333;20,09;91,041667;9;2,111111;68,6;
1971-12-31;0;73;null;null;192,7;8,043011;12;222,2;null;1009,834409;30,696774;25,452258;22,125806;87,056452;10;2,451613;79,258065;
1972-01-31;5;116,4;null;null;null;4,301075;11;95,8;null;1010,53871;33,303226;26,987742;22,887097;74,153226;12;3,089888;82,870968;
1972-02-29;5;96,1;null;null;235,5;5,54023;12;110,8;null;1011,242529;32,096552;26,528276;22,772414;76,094828;10;3,183908;84;
1972-03-31;0;80,6;null;null;250,6;4,924731;11;68,2;null;1011,055914;32,541935;26,723871;23;78,870968;9;1,946237;82,870968;
1972-04-30;0;60;null;null;183,7;6,566667;12;75,7;null;1013,801111;29,063333;23,527333;20,053333;78,525;8;1,777778;79,466667;
1972-05-31;0;63,7;null;null;234,5;4,451613;4;97,2;null;1015,541935;28,629032;22,394194;18,367742;78,766129;6;1,548387;80,870968;
1972-06-30;0;56;null;null;265,1;3,311111;2;11,7;null;1015,913333;29,2;22,202667;17,78;79,491667;8;1,911111;82,966667;
1972-07-31;0;47,8;null;null;185;6,301075;9;83,6;null;1017,402151;25,83871;20,848387;17,748387;82,016129;9;1,83871;79,516129;
1972-08-31;0;55,1;null;null;199,7;6,268817;8;82,1;null;1015,282796;27,190323;21,626452;18,03871;80,435484;8;2,268817;73,258065;
1972-09-30;5;60,7;null;null;180,9;6,777778;11;91,7;null;1017,36;26,76;22,13;18,826667;79,041667;10;3,455556;69,566667;
1972-10-31;0;58,9;null;null;143,8;7,806452;14;57,2;null;1013,410753;28,103226;23,352258;20,116129;79,669355;14;2,597826;69,096774;
1972-11-30;0;49,9;null;null;137,7;8,944444;17;271,5;null;1010,21;29,71;24,93;21,92;82,35;14;2,377778;73,966667;
1972-12-31;0;64,1;null;null;187,9;8,408602;17;86,7;null;1010,823656;30,935484;25,777419;22,548387;80,782258;10;2,602151;78,064516;
1973-01-31;5;90,6;null;null;260,6;6,010753;9;42,1;null;1011,031183;34,580645;27,966452;23,63871;75,75;9;3,075269;80,645161;
1973-02-28;5;75;null;null;274,6;4,845238;4;72,1;null;1011,103571;34,267857;27,865714;23,739286;76,866071;10;2,988095;80,178571;
1973-03-31;0;61,4;null;null;176,8;7,591398;14;167,5;null;1010,668817;31,348387;26,100645;22,574194;80,282258;8;1,849462;78,16129;
1973-04-30;0;55,9;null;null;236,5;4,9;8;45,5;null;1013,011111;31,98;26,425333;22,85;81,641667;8;1,370787;80,9;
1973-05-31;0;53,5;null;null;231,2;5,397849;6;55,9;null;1015,221505;28,825806;22,82;18,825806;79,669355;6;1,064516;78,822581;
1973-06-30;0;53,9;null;null;223,1;4,7;2;15,9;null;1015,006667;29,203333;22,916;19,026667;79,916667;6;1,144444;76,383333;
1973-07-31;0;53,6;null;null;212,4;5,150538;7;55,8;null;1017,332258;27,754839;22,027742;18,441935;80,330645;10;1,817204;80,580645;
1973-08-31;0;64,5;null;null;192,6;6,494624;6;25,6;null;1016,682796;27,022581;21,629032;17,870968;77,854839;10;1,989247;78,16129;
1973-09-30;0;62,2;null;null;149,9;6,766667;11;68,1;null;1017,516667;26,893333;21,971333;18,57;78,591667;8;2,722222;68,1;
1973-10-31;0;54,9;null;null;129,1;7,903226;14;169,8;null;1012,95914;26,83871;22,493548;19,035484;79,153226;8;2,010753;71,258065;
1973-11-30;0;52,1;null;null;142,2;8,644444;18;174,4;null;1012,455556;26,463333;22,822;19,793333;79,441667;8;2,488889;75,7;
1973-12-31;0;63,3;null;null;174;7,83871;13;116;null;1010,615054;30,877419;25,919355;22,370968;79;10;2,548387;79,516129;
1974-01-31;5;77,3;null;null;269,7;6,021505;12;89,5;null;1010,312903;32,225806;26,645806;22,893548;77,112903;10;3,322581;81,258065;
1974-02-28;5;72,2;null;null;252,2;4,369048;5;30;null;1011,254762;32,392857;26,602857;22,667857;76,392857;10;3,130952;82;
1974-03-31;0;73,8;null;null;210;6,215054;11;42,9;null;1009,932258;31,796774;26,356129;22,670968;77,677419;12;2,268817;80,483871;
1974-04-30;0;55,5;null;null;193,2;6,877778;13;85,6;null;1013,288889;29,893333;24,338;20,763333;79,466667;6;,966667;81,266667;
1974-05-31;0;54,3;null;null;219,1;5,376344;10;48,3;null;1015,768817;28,7;23,213548;19,551613;80,33871;5;,827957;81,870968;
1974-06-30;0;51;null;null;157;5,622222;9;30,3;null;1016,468889;26,353333;20,749333;17,21;78,416667;6;1,322222;77,7;
1974-07-31;0;45,7;null;null;248,7;2,935484;2;,9;null;1020,243011;27,8;20,787097;16,370968;77,225806;6;1,354839;75,854839;
1974-08-31;0;76,4;null;null;219,1;4,365591;2;8,5;null;1016,435484;28,222581;21,735484;17,319355;73,419355;10;2,344086;75;
1974-09-30;5;101,4;null;null;196,2;5,455556;5;41,6;null;1016,365556;28,076667;22,935333;19,416667;75,291667;12;2,955556;71,866667;
1974-10-31;0;69;null;null;150,6;8,021505;17;116,4;null;1012,451613;28,345161;23,591613;20,109677;78,387097;8;2,182796;73,580645;
1974-11-30;5;86,6;null;null;216,7;6,511111;7;87,5;null;1011,348889;29,816667;24,299333;20,333333;74,166667;10;3,088889;79,933333;
1974-12-31;0;63,2;null;null;154,3;8,172043;21;136;null;1010,877419;29,758065;24,735484;21,383871;80,032258;14;2,290323;73,83871;
1975-01-31;0;63,7;null;null;188,8;7,763441;15;226;null;1011,82043;30,483871;25,405806;22,090323;80,548387;5;1,344086;76,129032;
1975-02-28;0;63,7;null;null;214,3;6,630952;8;74,5;null;1009,767857;32,525;26,972857;23,15;78,821429;12;2,626506;80,428571;
1975-03-31;0;84,1;null;null;237,2;4,655914;6;64,4;null;1013,313978;31,745161;26,510968;22,787097;75,862903;10;2,236559;79,677419;
1975-04-30;0;59,7;null;null;210,3;5,611111;7;53,6;null;1013,253333;28,786667;23,274667;19,32;77,608333;7;1,288889;80,016667;
1975-05-31;0;45,8;null;null;187,6;5,827957;16;99,6;null;1016,824731;26,867742;21,583871;18,080645;82,903226;8;1,236559;76,741935;
1975-06-30;0;50,7;null;null;169,3;6,522222;11;57,7;null;1018,731111;25,933333;20,779333;17,496667;84,15;8;,966667;74,8;
1975-07-31;0;51,9;null;null;203,3;4,591398;7;36,5;null;1019,190323;25,083871;19,46129;15,590323;79,25;8;1,462366;79,83871;
1975-08-31;5;73,9;null;null;274;3,075269;1;1,3;null;1017,873118;28,858065;22,384516;17,935484;77,370968;9;2,88172;79,645161;
1975-09-30;5;72,8;null;null;172,3;5,7;7;73,7;null;1017,984444;27,283333;22,201333;18,53;76,558333;10;3,277778;73,245902;
1975-10-31;5;49,1;null;null;124,5;8,774194;18;273;null;1012,173118;27,467742;23,40129;20,622581;83,451613;8;2,193548;71,677419;
1975-11-30;0;60;null;null;159,9;7,922222;15;163,5;null;1011,403333;28,933333;24,31;21,11;80,2;8;2,022222;76,1;
1975-12-31;5;81,6;null;null;292,9;5,129032;6;115,2;null;1011,150538;30,96129;25,675484;22,009677;76,822581;9;2,827957;81;
1976-01-31;5;114,3;null;null;326,1;3,924731;2;16,6;null;1010,61828;32,883871;26,732903;22,316129;70,5;8;3,505376;83,225806;
1976-02-29;5;94,5;null;null;251,2;6,643678;9;33,2;null;1010,745977;32,651724;26,735862;22,651724;71,543103;12;4,091954;81,724138;
1976-03-31;5;96,9;null;null;232,4;6,236559;10;43,4;null;1011,777419;32,035484;26,381935;22,545161;73,887097;10;2,612903;79,709677;
1976-04-30;0;74,8;null;null;238;4,433333;5;15,8;null;1013,822222;31,206667;25,260667;21,053333;75,266667;9;1,9;82,1;
